,index,genres,id,keywords,original_title,release_date,revenue,status,title,cast,director
3504,3559,Horror,72571,'witch sister sister relationship sequel prequel haunting','Paranormal Activity 3',2011-10-19,205703818,Released,'Paranormal Activity 3','Katie Featherston Sprague Grayden Lauren Bittner Christopher Nicholas Smith Chloe Csengery','Henry Joost'
3505,3560,Horror,242512,'death of a friend swimming pool ouija ouija board teenager',Ouija,2014-10-24,103590271,Released,Ouija,'Olivia Cooke Ana Coto Daren Kagasoff Bianca A. Santos Douglas Smith','Stiles White'
3506,3561,'Horror Thriller',10072,'group therapy nightmare hypnosis trapped alcoholic','A Nightmare on Elm Street 3: Dream Warriors',1987-02-27,44793222,Released,'A Nightmare on Elm Street 3: Dream Warriors','Robert Englund Patricia Arquette Heather Langenkamp John Saxon Craig Wasson','Chuck Russell'
3507,3562,'Comedy Drama',211954,'bachelor vespa','No se Aceptan Devoluciones',2013-07-20,99067206,Released,'Instructions Not Included','Loreto Peralta Eugenio Derbez Jessica Lindsey Daniel Raymont Hugo Stiglitz','Eugenio Derbez'
3508,3563,Horror,82990,'garage poltergeist webcam imaginary friend bathtub','Paranormal Activity 4',2012-10-17,142817992,Released,'Paranormal Activity 4','Katie Featherston Kathryn Newton Matt Shively Aiden Lovekamp Brady Allen','Henry Joost'
3509,3564,Drama,29912,'crucifixion ancient rome','The Robe',1953-09-16,36000000,Released,'The Robe','Richard Burton Jean Simmons Victor Mature Jay Robinson Richard Boone','Henry Koster'
3510,3565,Comedy,11843,'robbery diamant c\\u00f4te d\'azur inspector panther','The Return of the Pink Panther',1975-05-21,41833347,Released,'The Return of the Pink Panther','Peter Sellers Christopher Plummer Herbert Lom Catherine Schell Peter Arne','Blake Edwards'
3511,3566,'Horror Thriller Comedy',11284,'amnesia nightmare alternate dimension psychologist memory loss','Freddy\'s Dead: The Final Nightmare',1991-09-05,34872033,Released,'Freddy\'s Dead: The Final Nightmare','Robert Englund Lisa Zane Shon Greenblatt Lezlie Deane Ricky Dean Logan','Rachel Talalay'
3512,3567,'Crime Drama',504,'female nudity prostitute rape sexual abuse desperation',Monster,2003-11-16,60378584,Released,Monster,'Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley','Patty Jenkins'
3513,3569,'Horror Thriller',227348,'supernatural demon found footage','Paranormal Activity: The Marked Ones',2014-01-01,86362372,Released,'Paranormal Activity: The Marked Ones','Andrew Jacobs Richard Cabral Carlos Pratts Eddie J. Fernandez Jorge Diaz','Christopher B. Landon'
3514,3570,'Drama History',1955,'exploitation biography hospital curiosity sideshow','The Elephant Man',1980-10-02,26010864,Released,'The Elephant Man','Anthony Hopkins John Hurt Anne Bancroft John Gielgud Wendy Hiller','David Lynch'
3515,3571,'Drama History',152532,'women aids biography based on true story hiv','Dallas Buyers Club',2013-09-07,55198285,Released,'Dallas Buyers Club','Matthew McConaughey Jennifer Garner Jared Leto Denis O\'Hare Steve Zahn','Jean-Marc Vall\\u00e9e'
3516,3572,'Thriller Horror',243940,'terror experiment afterlife paranormal violence','The Lazarus Effect',2015-01-29,64110728,Released,'The Lazarus Effect','Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger','David Gelb'
3517,3573,'Mystery Thriller',77,'individual insulin tattoo waitress amnesia',Memento,2000-10-11,39723096,Released,Memento,'Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior Stephen Tobolowsky','Christopher Nolan'
3518,3574,Horror,157547,'hallucination supernatural mirror skepticism ghost',Oculus,2013-09-08,44030246,Released,Oculus,'Karen Gillan Brenton Thwaites Katee Sackhoff James Lafferty Rory Cochrane','Mike Flanagan'
3519,3575,Comedy,2295,'independent film aftercreditsstinger duringcreditsstinger','Clerks II',2006-05-25,26888376,Released,'Clerks II','Brian O\'Halloran Jeff Anderson Jason Mewes Kevin Smith Rosario Dawson','Kevin Smith'
3520,3576,'Drama Comedy Music',71,'workers\' quarter dancing class strike northern england scholarship','Billy Elliot',2000-05-18,110000000,Released,'Billy Elliot','Jamie Bell Julie Walters Jean Heywood Jamie Draven Gary Lewis','Stephen Daldry'
3521,3577,'Comedy Drama',147773,'shyness beach bicycle conversation friendship','The Way Way Back',2013-06-06,23198652,Released,'The Way Way Back','Liam James Steve Carell Toni Collette AnnaSophia Robb Sam Rockwell','Nat Faxon'
3522,3578,Comedy,16096,?,'House Party 2',1991-10-23,0,Released,'House Party 2','Martin Lawrence Christopher Martin Christopher Reid Paul Anthony Tisha Campbell-Martin','Doug McHenry'
3523,3579,'Family Drama Action Western Romance',24266,'regret river horse ranch australia','The Man from Snowy River',1982-03-02,20659423,Released,'The Man from Snowy River','Tom Burlinson Terence Donovan Kirk Douglas Tommy Dysart Bruce Kerr','George T. Miller'
3524,3580,'Animation Family Comedy',16508,'journalism dance daydream friendship pollution','Doug\'s 1st Movie',1999-03-26,0,Released,'Doug\'s 1st Movie','Thomas McHugh Fred Newman Chris Phillips Constance Shulman','Maurice Joyce'
3525,3581,Drama,2895,'christianity coma jealousy radio station texas','The Apostle',1997-10-09,0,Released,'The Apostle','Robert Duvall Billy Bob Thornton June Carter Cash Farrah Fawcett Miranda Richardson','Robert Duvall'
3526,3582,Drama,15660,'ax biography sociopath lawyer mansion','Mommie Dearest',1981-09-18,0,Released,'Mommie Dearest','Faye Dunaway Diana Scarwid Steve Forrest Howard Da Silva Mara Hobel','Frank Perry'
3527,3583,'Comedy Drama',59968,'brother sister relationship sister sister relationship family clan idealist duringcreditsstinger','Our Idiot Brother',2011-08-26,17273593,Released,'Our Idiot Brother','Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott','Jesse Peretz'
3528,3584,'Action Drama',323677,'olympic games biography sport historical figure nazi germany',Race,2016-02-19,24804129,Released,Race,'Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew','Stephen Hopkins'
3529,3585,Drama,19848,'strip club stripper dominatrix cat fight','The Players Club',1998-04-08,0,Released,'The Players Club','LisaRaye McCoy Dick Anthony Williams Judyann Elder Chrystale Wilson Adele Givens','Ice Cube'
3530,3587,'Drama Thriller',235271,'infidelity obsession lie sin interracial relationship',Addicted,2014-10-10,0,Released,Addicted,'Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines','Bille Woodruff'
3531,3588,Drama,45153,'sister sister relationship menstruation superstition independent film curse','Eve\'s Bayou',1997-09-07,0,Released,'Eve\'s Bayou','Jurnee Smollett Meagan Good Lynn Whitfield Samuel L. Jackson Debbi Morgan','Kasi Lemmons'
3532,3589,Drama,284293,'mother professor illness','Still Alice',2014-12-05,43884652,Released,'Still Alice','Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae','Richard Glatzer'
3533,3590,'History Drama',24973,egypt,'The Egyptian',1954-08-25,15000000,Released,'The Egyptian','Jean Simmons Victor Mature Gene Tierney Peter Ustinov Edmund Purdom','Michael Curtiz'
3534,3591,'Action Crime Thriller',21610,?,Nighthawks,1981-03-17,19905359,Released,Nighthawks,'Sylvester Stallone Rutger Hauer Billy Dee Williams Lindsay Wagner Persis Khambatta','Bruce Malmuth'
3535,3592,'Horror Thriller',10283,'new york boat mask psychopath high school','Friday the 13th Part VIII: Jason Takes Manhattan',1989-07-28,14000000,Released,'Friday the 13th Part VIII: Jason Takes Manhattan','Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman','Rob Hedden'
3536,3593,'Comedy Drama Romance',8346,'usa parents kids relationship greece culture clash midlife crisis','My Big Fat Greek Wedding',2002-02-22,368744044,Released,'My Big Fat Greek Wedding','Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin','Joel Zwick'
3537,3594,'Drama Crime',122081,'female nudity sex florida drug dealer nudity','Spring Breakers',2013-01-24,31724284,Released,'Spring Breakers','James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine','Harmony Korine'
3538,3595,'Horror Thriller',10987,'mass murder nudity halloween attempt to escape cult','Halloween: The Curse of Michael Myers',1995-09-29,15116634,Released,'Halloween: The Curse of Michael Myers','Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby','Joe Chappelle'
3539,3596,'Drama Romance',1391,'mexico sex beach group sex male friendship','Y tu mamá también',2001-06-08,33616692,Released,'Y Tu Mamá También','Gael Garc\\u00eda Bernal Diego Luna Maribel Verd\\u00fa Ana L\\u00f3pez Mercado Diana Bracho','Alfonso Cuar\\u00f3n'
3540,3597,'Horror Comedy',747,'record collection flower cheese pub surrey','Shaun of the Dead',2004-04-09,30039392,Released,'Shaun of the Dead','Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran','Edgar Wright'
3541,3598,'Drama Horror',14745,?,'The Haunting of Molly Hartley',2008-10-31,0,Released,'The Haunting of Molly Hartley','Haley Bennett Jake Weber Chace Crawford Shannon Woodward Shanna Collins','Mickey Liddell'
3542,3599,'Drama Mystery Romance',26748,'sheriff family secrets neo-western dark secrets','Lone Star',1996-06-21,13269963,Released,'Lone Star','Chris Cooper Matthew McConaughey Elizabeth Pe\\u00f1a Kris Kristofferson Joe Morton','John Sayles'
3543,3600,'Horror Thriller',11357,'sheriff scissors ambulance halloween twist','Halloween 4: The Return of Michael Myers',1988-10-21,17768757,Released,'Halloween 4: The Return of Michael Myers','Donald Pleasence Ellie Cornell Danielle Harris George P. Wilbur Michael Pataki','Dwight H. Little'
3544,3601,'Horror Mystery',24913,'island party murder teen movie slasher','April Fool\'s Day',1986-03-27,0,Released,'April Fool\'s Day','Deborah Foreman Thomas F. Wilson Lloyd Berry Tom Heaton Ken Olandt','Fred Walton'
3545,3602,'Comedy Drama',13776,'diner baltimore maryland fake accident gambling debt twenty something',Diner,1982-04-02,0,Released,Diner,'Steve Guttenberg Daniel Stern Mickey Rourke Kevin Bacon Tim Daly','Barry Levinson'
3546,3603,'Action Crime Drama Romance Thriller',14854,'martial arts kung fu texas fbi wheelchair','Lone Wolf McQuade',1983-04-14,12232628,Released,'Lone Wolf McQuade','Chuck Norris David Carradine Barbara Carrera Leon Isaac Kennedy Dana Kimmell','Steve Carver'
3547,3604,'Horror Thriller Science Fiction',50357,'moon nasa infection barbecue moon landing','Apollo 18',2011-07-20,25562924,Released,'Apollo 18','Ryan Robbins Warren Christie Lloyd Owen Andrew Airlie Michael Kopsa','Gonzalo L\\u00f3pez-Gallego'
3548,3605,'Comedy Drama',13090,'suicide single parent sister sister relationship cleaning lady new mexico','Sunshine Cleaning',2008-01-18,16174377,Released,'Sunshine Cleaning','Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn','Christine Jeffs'
3549,3606,'Action Thriller',192141,'hotel revolution race against time engineer coup','No Escape',2015-08-26,54418872,Released,'No Escape','Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare','John Erick Dowdle'
3550,3607,'Action Fantasy',16441,'sword fight animal','The Beastmaster',1982-08-20,14056528,Released,'The Beastmaster','Marc Singer Tanya Roberts Rip Torn John Amos Joshua Milrad','Don Coscarelli'
3551,3608,'Drama History Romance War',29996,'israel egypt religion and supernatural epic','Solomon and Sheba',1959-12-25,12200000,Released,'Solomon and Sheba','Yul Brynner Gina Lollobrigida George Sanders Marisa Pavan David Farrar','King Vidor'
3552,3609,'Romance Comedy',351819,'sex black parody spoof millionaire','Fifty Shades of Black',2016-01-28,21164799,Released,'Fifty Shades of Black','Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett','Michael Tiddes'
3553,3610,'Drama Romance',14834,?,'Not Easily Broken',2009-01-09,0,Released,'Not Easily Broken','Morris Chestnut Taraji P. Henson Maeve Quinlan Kevin Hart Jenifer Lewis','Bill Duke'
3554,3611,'Drama Romance War',22649,'italy nurse love letter officer priest','A Farewell to Arms',1932-12-08,25,Released,'A Farewell to Arms','Helen Hayes Gary Cooper Adolphe Menjou Mary Philips Jack La Rue','Frank Borzage'
3555,3612,'Comedy Romance',378200,'bet match playboy fear of commitment best friend','The Perfect Match',2016-03-11,0,Released,'The Perfect Match','Terrence Jenkins Paula Patton Kali Hawk Lauren London Brandy Norwood','Bille Woodruff'
3556,3613,'Fantasy Animation Science Fiction Family',20455,'video game monster loss of energy egg computer','Digimon: The Movie',2000-03-17,0,Released,'Digimon: The Movie','Lara Jill Miller Joshua Seth Bob Papenbrook Doug Berholt Steve Blum','Mamoru Hosoda'
3557,3614,'Comedy Drama',13193,'christianity gay coming out independent film coming of age',Saved!,2004-01-21,0,Released,Saved!,'Jena Malone Mandy Moore Macaulay Culkin Patrick Fugit Heather Matarazzo','Brian Dannelly'
3558,3615,'Comedy Crime Drama',11042,'father son relationship socialism yuppie professor dying and death','Les Invasions barbares',2003-05-21,3432342,Released,'The Barbarian Invasions','R\\u00e9my Girard St\\u00e9phane Rousseau Marie-Jos\\u00e9e Croze Doroth\\u00e9e Berryman Louise Portal','Denys Arcand'
3559,3616,'Action Adventure Drama Romance',10786,'england crusade robin hood king richard','Robin and Marian',1976-03-11,0,Released,'Robin and Marian','Sean Connery Audrey Hepburn Robert Shaw Richard Harris Nicol Williamson','Richard Lester'
3560,3617,'Action Adventure Horror Thriller',12484,'vampire full moon poster hitchhiker homoeroticism','The Forsaken',2001-04-27,0,Released,'The Forsaken','Kerr Smith Brendan Fehr Izabella Miko Johnathon Schaech Phina Oruche','J.S. Cardone'
3561,3618,'Action Adventure War Thriller',17339,'gun traitor nazis bridge major','Force 10 from Navarone',1978-11-01,7230000,Released,'Force 10 from Navarone','Harrison Ford Robert Shaw Barbara Bach Edward Fox Franco Nero','Guy Hamilton'
3562,3619,Comedy,11959,'loser tv station game show tv star music video',UHF,1989-07-21,0,Released,UHF,"'\""Weird Al\"" Yankovic Victoria Jackson Michael Richards David Bowe Fran Drescher'",'Jay Levey'
3563,3620,Comedy,9900,'video game grandmother grandson relationship man child stoner game tester','Grandma\'s Boy',2006-01-06,6538177,Released,'Grandma\'s Boy','Linda Cardellini Allen Covert Peter Dante Shirley Knight Joel David Moore','Nicholaus Goossen'
3564,3621,'Comedy Drama',14662,'sex independent film moving beverly hills woman director','Slums of Beverly Hills',1998-08-14,0,Released,'Slums of Beverly Hills','Natasha Lyonne Alan Arkin Marisa Tomei Eli Marienthal Mena Suvari','Tamara Jenkins'
3565,3622,Western,335,'showdown bounty bounty hunter loss of brother sadness','C\'era una volta il West',1968-12-21,5321508,Released,'Once Upon a Time in the West','Henry Fonda Claudia Cardinale Jason Robards Charles Bronson Gabriele Ferzetti','Sergio Leone'
3566,3623,'Action Comedy Thriller',15745,?,Made,2001-07-13,5476060,Released,Made,'Vince Vaughn Jon Favreau Sean Combs Famke Janssen Peter Falk','Jon Favreau'
3567,3624,'Science Fiction Drama',17431,'moon artificial intelligence clone isolation future',Moon,2009-06-12,9760104,Released,Moon,'Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw','Duncan Jones'
3568,3625,Comedy,21014,'bar mitvah party independent film','Keeping Up with the Steins',2006-05-12,0,Released,'Keeping Up with the Steins','Daryl Sabara Jami Gertz Jeremy Piven Cheryl Hines Carter Jenkins','Scott Marshall'
3569,3626,Documentary,78394,'prehistoric dinosaur imax underwater scene 3d','Sea Rex 3D: Journey to a Prehistoric World',2010-05-14,4074023,Released,'Sea Rex 3D: Journey to a Prehistoric World','Guillaume Denaiffe Norbert Ferrer Chloe Hollings Richard Rider Tom Yang','Ronan Chapalain'
3570,3627,Drama,10217,'canada suffering village paralysis independent film','The Sweet Hereafter',1997-05-14,3263585,Released,'The Sweet Hereafter','Ian Holm Caerthan Banks Sarah Polley Tom McCamus Gabrielle Rose','Atom Egoyan'
3571,3628,'Drama History',46332,'monk sunrise medicine hostage evacuation','Des hommes et des dieux',2010-05-18,41424067,Released,'Of Gods and Men','Lambert Wilson Michael Lonsdale Olivier Rabourdin Philippe Laudenbach Jacques Herlin','Xavier Beauvois'
3572,3629,'Comedy Drama',13996,'wine garden wine winzer','Bottle Shock',2008-08-06,4040588,Released,'Bottle Shock','Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy Rodr\\u00edguez','Randall Miller'
3573,3630,'Comedy Horror Science Fiction',3028,'double life musical jekyll and hyde','Jekyll and Hyde ... Together Again',1982-11-10,0,Released,'Jekyll and Hyde ... Together Again','Mark Blankfield Bess Armstrong Krista Errickson Tim Thomerson Michael McGuire','Jerry Belson'
3574,3631,'Drama Fantasy',1024,'mother sex secret obsession literature','Heavenly Creatures',1994-09-02,3049135,Released,'Heavenly Creatures','Melanie Lynskey Kate Winslet Sarah Peirse Simon O\'Connor Diana Kent','Peter Jackson'
3575,3632,Drama,343795,'hospital church','90 Minutes in Heaven',2015-09-11,4842699,Released,'90 Minutes in Heaven','Kate Bosworth Hayden Christensen Hudson Meek Bobby Batson Elizabeth Hunter','Michael Polish'
3576,3633,'Comedy Drama Romance',45658,'alcohol arizona beer playboy independent film','Everything Must Go',2010-10-15,2614773,Released,'Everything Must Go','Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace','Dan Rush'
3577,3634,'Comedy Crime Mystery Thriller',16148,'detective blackmail independent film','Zero Effect',1998-01-30,1980338,Released,'Zero Effect','Bill Pullman Ben Stiller Ryan O\'Neal Kim Dickens Angela Featherstone','Jake Kasdan'
3578,3635,'Thriller Drama',4553,'factory insomnia post it machinist cleaning bathroom tile','The Machinist',2004-02-09,8203235,Released,'The Machinist','Christian Bale Jennifer Jason Leigh Aitana S\\u00e1nchez-Gij\\u00f3n John Sharian Michael Ironside','Brad Anderson'
3579,3636,'Drama Crime',36351,'suicide drug dealer redemption addict existentialism','Light Sleeper',1992-08-21,0,Released,'Light Sleeper','Willem Dafoe Susan Sarandon Dana Delany David Clennon Mary Beth Hurt','Paul Schrader'
3580,3637,'Thriller Crime Drama Mystery',245916,biography,'Kill the Messenger',2014-10-09,2450846,Released,'Kill the Messenger','Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick','Michael Cuesta'
3581,3638,Drama,27585,'loss of son trauma toy marriage grief','Rabbit Hole',2010-12-16,5129058,Released,'Rabbit Hole','Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller Tammy Blanchard','John Cameron Mitchell'
3582,3639,'Comedy Drama Crime',1415,'new york hotel based on novel birthday bath','Party Monster',2003-09-05,742898,Released,'Party Monster','Seth Green Macaulay Culkin Chlo\\u00eb Sevigny Diana Scarwid Marilyn Manson','Fenton Bailey'
3583,3640,'Horror Crime Thriller',313922,'skinhead heroin music cover-up murder','Green Room',2016-04-15,3220371,Released,'Green Room','Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner','Jeremy Saulnier'
3584,3641,'Comedy Drama Romance',14474,'sex adultery depression infidelity nightclub','The Oh in Ohio',2006-03-30,0,Released,'The Oh in Ohio','Parker Posey Danny DeVito Paul Rudd Mischa Barton Miranda Bailey','Billy Kent'
3585,3642,'Drama Science Fiction Mystery',199933,'trilogy ayn rand','Atlas Shrugged Part III: Who is John Galt?',2014-09-12,846704,Released,'Atlas Shrugged Part III: Who is John Galt?','Eric Allan Kramer Rob Morrow Stephen Tobolowsky Kristoffer Polaha Lew Temple','James Manera'
3586,3643,'Comedy Crime Drama',13685,'brother brother relationship robbery burglar language barrier motel','Bottle Rocket',1996-02-21,560069,Released,'Bottle Rocket','Luke Wilson Owen Wilson Lumi Cavazos Andrew Wilson Robert Musgrave','Wes Anderson'
3587,3644,'Crime Drama Thriller',8744,'brother brother relationship bar gun hostage siege','Albino Alligator',1996-09-09,0,Released,'Albino Alligator','Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen','Kevin Spacey'
3588,3646,Documentary,8847,'prison prisoner jail guard prison cell bagdad','Standard Operating Procedure',2008-02-12,0,Released,'Standard Operating Procedure','Javal Davis Ken Davis Tony Diaz Tim Dugan Lynndie England','Errol Morris'
3589,3647,Drama,39269,'punk independent film coming of age teenage girl alcoholic father','Out of the Blue',1980-05-01,0,Released,'Out of the Blue','Dennis Hopper Raymond Burr Sharon Farrell Linda Manz Don Gordon','Dennis Hopper'
3590,3648,'Comedy Horror',46838,'cabin chainsaw hillbilly body in chipper cut off jeans','Tucker and Dale vs Evil',2010-01-22,5476793,Released,'Tucker and Dale vs Evil','Alan Tudyk Tyler Labine Katrina Bowden Jesse Moss Philip Granger','Eli Craig'
3591,3650,'Action Drama Romance',56930,'mountains engineer railroad ethics',Tycoon,1947-12-27,0,Released,Tycoon,'John Wayne Laraine Day Cedric Hardwicke Judith Anderson Anthony Quinn','Richard Wallace'
3592,3651,'Comedy Drama',41730,'bomb fire fbi quarantine independent film','Desert Blue',1999-06-06,0,Released,'Desert Blue','Casey Affleck Kate Hudson Brendan Sexton III Christina Ricci Ethan Suplee','Morgan J. Freeman'
3593,3652,'Horror Science Fiction Thriller',18442,?,Decoys,2004-02-27,0,Released,Decoys,'Kim Poirier Stefanie von Pfetten Elias Toufexis Meghan Ory Ennis Esmer','Matthew Hastings'
3594,3653,'Horror Thriller',298312,'rap music pennsylvania brother sister relationship farm grandparents','The Visit',2015-09-10,98450062,Released,'The Visit','Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan','M. Night Shyamalan'
3595,3654,'Drama War',11600,'iraq iraq war',Redacted,2007-01-01,782102,Released,Redacted,'Izzy Diaz Rob Devaney Ty Jones Anas Wellman Mike Figueroa','Brian De Palma'
3596,3655,'Romance Thriller',71547,'beach murder',Fascination,2004-10-13,0,Released,Fascination,'Jacqueline Bisset Adam Garcia James Naughton Stuart Wilson Alice Evans','Klaus Menzel'
3597,3656,'Horror Thriller Science Fiction',57876,'found footage area 51','Area 51',2015-05-15,0,Released,'Area 51','Reid Warner Darrin Bragg Ben Rovner Jelena Nik Roy Abramsohn','Oren Peli'
3598,3657,Thriller,77495,'barcelona spain blackmail concierge caretaker stalking','Mientras duermes',2011-10-14,0,Released,'Sleep Tight','Luis Tosar Marta Etura  Alberto San Juan Petra Mart\\u00ednez Iris Almeida','Jaume Balaguer\\u00f3'
3599,3658,'Horror Comedy Crime Thriller',13849,'ransom hostage hostage drama','The Cottage',2008-02-07,0,Released,'The Cottage','Andy Serkis Reece Shearsmith Jennifer Ellison Steven O\'Donnell James Bierman','Paul Andrew Williams'
3600,3659,'Drama Fantasy Comedy',14849,'suicide life and death coma afterlife','Dead Like Me: Life After Death',2009-02-17,0,Released,'Dead Like Me: Life After Death','Ellen Muth Jasmine Guy Callum Blue Sarah Wynter Britt McKillip','Stephen Herek'
3601,3660,'Comedy Documentary',12486,'penguin balzen antarctic','Farce of the Penguins',2006-12-01,0,Released,'Farce of the Penguins','Samuel L. Jackson Jim Belushi Whoopi Goldberg Christina Applegate Jason Biggs','Bob Saget'
3602,3661,Drama,19615,?,'Flying By',2009-01-01,0,Released,'Flying By','Billy Ray Cyrus Heather Locklear Ahnaise Christmas Arabella Field Mo Collins',?
3603,3662,'Music Drama Comedy',244403,'father son relationship rock band grieving father',Rudderless,2014-10-17,0,Released,Rudderless,'Billy Crudup Anton Yelchin Felicity Huffman Selena Gomez Laurence Fishburne','William H. Macy'
3604,3663,'Family Animation',292481,'baseball surrealism children new york yankees','Henry & Me',2014-08-18,0,Released,'Henry & Me','Richard Gere Luis Guzm\\u00e1n Chazz Palminteri Cyndi Lauper Lucie Arnaz','Barrett Esposito'
3605,3664,'Romance Comedy',340816,'photographer surgeon orchestra doctor car accident','Christmas Eve',2015-12-04,0,Released,'Christmas Eve','Patrick Stewart Cheryl Hines Gary Cole Jon Heder James Roday','Mitch Davis'
3606,3665,'TV Movie Crime Drama Thriller',78814,?,'We Have Your Husband',2011-11-12,0,Released,'We Have Your Husband','Teri Polo Esai Morales Nicholas Gonzalez Olivia d\'Abo William R. Moses','Eric Bross'
3607,3666,'Thriller Drama',297596,'cia retirement espionage terrorism','Dying of the Light',2014-12-04,0,Released,'Dying of the Light','Nicolas Cage Anton Yelchin Alexander Karim Ir\\u00e8ne Jacob Aymen Hamdouchi','Paul Schrader'
3608,3667,'Action Thriller War',299552,'gun oil secret service woman director mina','Born Of War',2013-12-05,0,Released,'Born Of War','James Frain Sofia Black-D\'Elia Lydia Leonard Joey Ansah Michael Maloney','Vicky Jewson'
3609,3668,'Drama Action Thriller Science Fiction',11935,'helicopter nasa texas spacecraft beguilement','Capricorn One',1977-12-10,0,Released,'Capricorn One','Elliott Gould James Brolin Brenda Vaccaro Sam Waterston O.J. Simpson','Peter Hyams'
3610,3669,'Comedy Drama',113406,?,'Should\'ve Been Romeo',2012-04-28,0,Released,'Should\'ve Been Romeo','Paul Ben-Victor Ed Asner Jordenn Thompson Carol Kane Michael Rapaport','Marcia Bennett'
3611,3670,Family,447027,?,'Running Forever',2015-10-27,0,Released,'Running Forever',?,?
3612,3671,'Comedy Fantasy Horror Thriller',290825,'canada nazis sequel spin off ancient evil','Yoga Hosers',2016-07-08,0,Released,'Yoga Hosers','Lily-Rose Depp Harley Quinn Smith Justin Long Austin Butler Adam Brody','Kevin Smith'
3613,3672,'Horror Action',361159,'louisiana navy seal zombie violence infected','Navy Seals vs. Zombies',2015-10-08,0,Released,'Navy Seals vs. Zombies',"'Ed Quinn Michael Dudikoff Rick Fox Chad \""Gunner\"" Lail Molly Hagan'",'Stanton Barrett'
3614,3673,'Comedy Drama',12555,'expensive restaurant luxury adolf hitler prague sudetendeutsch','Obsluhoval jsem anglického krále',2006-12-19,0,Released,'I Served the King of England','Ivan Barnev Old\\u0159ich Kaiser Julia Jentsch Mari\\u00e1n Labuda Martin Huba','Ji\\u0159\\u00ed Menzel'
3615,3674,'Drama Comedy',31175,?,'Soul Kitchen',2009-09-09,17872796,Released,'Soul Kitchen','Adam Bousdoukos Birol \\u00dcnel Moritz Bleibtreu Wotan Wilke M\\u00f6hring Dorka Gryllus','Fatih Akin'
3616,3675,Drama,12498,'independent film repair shop southern death threat story','Sling Blade',1996-08-30,24475416,Released,'Sling Blade','Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black','Billy Bob Thornton'
3617,3676,'Horror Thriller',77949,'suicide england classroom investigation supernatural','The Awakening',2011-08-17,209696,Released,'The Awakening','Rebecca Hall Dominic West Imelda Staunton Isaac Hempstead-Wright Lucy Cohu','Nick Murphy '
3618,3677,Horror,1690,'bathroom sex amsterdam europe brothel',Hostel,2005-01-06,80578934,Released,Hostel,'Jay Hernandez Derek Richardson Eythor Gudjonsson Barbara Nedeljakova Jana Kaderabkova','Eli Roth'
3619,3678,'Comedy Drama',8435,'adaptation film in a film','A Cock and Bull Story',2005-07-17,0,Released,'A Cock and Bull Story','Steve Coogan Rob Brydon Keeley Hawes Shirley Henderson Raymond Waring','Michael Winterbottom'
3620,3679,'Thriller Drama',64720,'shelter end of the world sanity apocalypse','Take Shelter',2011-11-25,3099314,Released,'Take Shelter','Michael Shannon Jessica Chastain Katy Mixon Shea Whigham Ray McKinnon','Jeff Nichols'
3621,3680,'Horror Thriller',49365,'small town boy murder maniac ghost','Lady in White',1988-04-22,0,Released,'Lady in White','Lukas Haas Len Cariou Alex Rocco Katherine Helmond Jason Presson','Frank LaLoggia'
3622,3681,'Drama Comedy',11404,'auto autoritian education independent film teacher','Driving Lessons',2006-04-30,0,Released,'Driving Lessons','Laura Linney Rupert Grint Julie Walters Michelle Duncan Oliver Milburn','Jeremy Brock'
3623,3682,Comedy,300706,'wife murder murder plot','Let\'s Kill Ward\'s Wife',2014-12-23,0,Released,'Let\'s Kill Ward\'s Wife','Patrick Wilson Scott Foley Amy Acker Donald Faison Dagmara Domi\\u0144czyk','Scott Foley'
